,location,total_sqft,bath,price,bhk,encoded_loc
1947,Hoodi,1350.0,2,48.0,3,97
1948,Bhoganhalli,1447.0,2,75.97,2,43
1949,others,1229.0,3,86.03,3,230
1950,Kudlu,1027.0,2,43.0,2,147
1951,Gottigere,1153.0,2,48.5,2,82
1952,Whitefield,2856.0,5,145.5,4,224
1953,Malleshpalya,1065.0,2,50.0,2,159
1954,others,1030.0,2,61.0,2,230
1955,Mallasandra,1340.0,2,61.0,2,158
1956,others,600.0,1,32.0,1,230
1957,Begur Road,1410.0,2,44.42,3,39
1958,Varthur,1055.0,2,45.35,2,217
1959,Yelahanka,1304.0,2,79.0,2,226
1960,Kammasandra,990.0,2,31.5,2,125
1961,7th Phase JP Nagar,1035.0,2,39.33,2,6
1962,Tumkur Road,700.0,1,30.09,1,214
1963,Sonnenahalli,1120.0,2,43.0,2,204
1964,Haralur Road,1300.0,2,73.0,2,90
1965,Tumkur Road,1239.0,2,82.0,2,214
1966,Hosa Road,1365.0,2,92.0,2,101
1967,Subramanyapura,1130.0,2,45.19,3,205
1968,Green Glen Layout,1776.42,3,105.0,3,83
1969,others,1107.0,2,33.0,2,230
1970,Nagavara,2319.0,3,180.0,3,171
1971,others,1520.0,3,80.0,3,230
1972,Kannamangala,1536.0,3,89.0,3,128
1973,others,3000.0,4,240.0,4,230
1974,others,1050.0,2,38.0,2,230
1975,Hoodi,1850.0,3,146.0,3,97
1976,Billekahalli,1112.0,2,62.0,2,44
1977,Marathahalli,1535.0,3,72.5,3,161
1978,Kanakpura Road,1050.0,2,35.0,2,127
1979,7th Phase JP Nagar,1250.0,3,65.0,3,6
1980,Kalena Agrahara,1187.0,2,52.0,2,121
1981,9th Phase JP Nagar,1164.0,2,56.0,2,8
1982,Electronic City Phase II,1395.0,2,62.78,3,75
1983,Arekere,2072.0,3,108.0,3,20
1984,Kanakpura Road,1450.0,3,60.91,3,127
1985,Bannerghatta Road,1550.0,3,82.0,3,34
1986,others,1315.0,2,90.0,2,230
1987,others,1210.0,2,72.0,2,230
1988,Bisuvanahalli,1075.0,2,47.0,3,46
1989,others,1215.0,3,42.2,3,230
1990,Kaggadasapura,1470.0,2,75.0,3,118
1991,others,30000.0,4,2100.0,4,230
1992,Hosur Road,1590.0,2,125.0,3,104
1993,Kanakpura Road,1050.0,2,36.75,2,127
1994,Raja Rajeshwari Nagar,1306.0,2,55.91,2,184
1995,others,1445.0,3,64.0,3,230
1996,Sarjapur  Road,1220.0,3,58.0,3,194
1997,Sarjapur,3190.0,3,160.0,4,193
1998,Ramagondanahalli,1215.0,2,51.26,2,187
1999,Budigere,1920.0,2,88.0,3,52
2000,Dodda Nekkundi,1390.0,2,60.0,2,67
2001,Hoodi,1196.0,2,71.74,2,97
2002,Bannerghatta Road,1550.0,2,75.0,3,34
2003,Thigalarapalya,1418.0,2,101.0,2,210
2004,Varthur Road,1655.0,3,115.0,3,218
2005,KR Puram,1115.0,2,33.45,2,115
2006,others,1170.0,2,68.0,2,230
2007,Anekal,1035.0,2,38.3,2,17
2008,Singasandra,1306.0,2,58.0,3,201
2009,Kengeri,750.0,2,22.0,2,135
2010,Thanisandra,1917.0,3,122.0,3,209
2011,Kaggadasapura,1615.0,3,58.0,3,118
2012,Marathahalli,1071.0,2,52.25,2,161
2013,5th Phase JP Nagar,1400.0,2,88.0,3,4
2014,Tumkur Road,1246.0,2,82.0,2,214
2015,Sarjapur,1215.0,2,40.0,2,193
2016,Munnekollal,1200.0,2,49.5,2,164
2017,Kodigehaali,1200.0,2,60.0,2,139
2018,Kaval Byrasandra,945.0,2,50.0,2,133
2019,Hormavu,1175.0,2,52.0,2,100
2020,Whitefield,920.0,2,63.0,2,224
2021,others,1600.0,2,110.0,2,230
2022,others,955.0,1,34.01,2,230
2023,Uttarahalli,1425.0,2,64.0,3,216
2024,Whitefield,1165.0,2,40.5,2,224
2025,Kaggadasapura,1050.0,2,48.0,2,118
2026,others,1370.0,2,75.0,3,230
2027,Electronic City,1374.0,2,72.0,3,74
2028,Harlur,1754.0,3,124.0,3,91
2029,Kothanur,1847.0,3,110.0,3,146
2030,Ambedkar Nagar,1850.0,4,139.0,3,13
2031,Chikka Tirupathi,3297.0,3,135.0,3,57
2032,others,1187.0,2,45.0,2,230
2033,Doddaballapur,3000.0,2,120.0,3,68
2034,Thanisandra,693.0,1,34.3,1,209
2035,KR Puram,1021.0,2,48.0,2,115
2036,Thigalarapalya,1165.0,2,95.0,2,210
2037,Horamavu Agara,1756.0,3,92.0,3,98
2038,Bharathi Nagar,1739.0,3,105.0,3,42
2039,Varthur,1280.0,2,65.0,2,217
2040,Marathahalli,1215.0,2,58.86,2,161
2041,Munnekollal,950.0,2,46.5,2,164
2042,Kengeri,1082.0,2,49.0,3,135
2043,Devanahalli,1080.0,2,53.35,2,65
2044,Arekere,1100.0,2,55.0,2,20
2045,Ardendale,3200.0,4,205.0,4,19
2046,Sarjapur  Road,1311.0,2,78.0,2,194
2047,Raja Rajeshwari Nagar,1608.0,3,67.98,3,184
2048,Begur Road,1160.0,2,36.0,2,39
2049,Whitefield,1170.0,2,71.0,2,224
2050,Kengeri,1155.0,2,40.6,2,135
2051,Rayasandra,1065.0,2,44.95,2,189
2052,Neeladri Nagar,674.0,1,21.0,1,173
2053,Ambedkar Nagar,1936.0,4,126.0,3,13
2054,others,1100.0,2,38.45,2,230
2055,Ramagondanahalli,2257.0,4,157.0,3,187
2056,Nagarbhavi,1055.0,2,55.0,2,169
2057,Raja Rajeshwari Nagar,1530.0,3,51.87,3,184
2058,others,1700.0,3,97.0,3,230
2059,Raja Rajeshwari Nagar,1575.0,2,78.0,3,184
2060,Rajiv Nagar,1263.0,2,93.32,2,186
2061,KR Puram,1559.0,3,69.315,3,115
2062,Kengeri Satellite Town,1043.0,2,65.0,2,136
2063,Hennur,1255.0,2,53.5,2,95
2064,JP Nagar,1352.5,2,93.865,2,109
2065,Yelahanka,1550.0,3,120.0,3,226
2066,others,1360.0,3,55.0,3,230
2067,others,1100.0,2,75.0,2,230
2068,8th Phase JP Nagar,1455.0,3,73.31,3,7
2069,KR Puram,1035.0,2,40.5,2,115
2070,Harlur,1152.0,2,69.0,2,91
2071,Bellandur,1299.0,2,82.0,2,40
2072,Rachenahalli,1050.0,2,52.5,2,183
2073,Pai Layout,1050.0,2,40.0,2,179
2074,Vittasandra,1246.0,2,67.4,2,223
2075,others,1929.0,3,115.0,3,230
2076,Hennur,1285.0,2,60.0,2,95
2077,Margondanahalli,1200.0,2,65.0,3,162
2078,others,3161.0,4,214.0,4,230
2079,Sompura,1025.0,2,37.0,3,203
2080,Malleshwaram,1124.0,3,80.0,2,160
2081,Balagere,1012.0,2,54.59,2,25
2082,Giri Nagar,4500.0,5,250.0,7,80
2083,8th Phase JP Nagar,871.0,2,55.0,2,7
2084,others,1020.0,2,40.0,2,230
2085,Rachenahalli,1550.0,3,73.5,3,183
2086,Akshaya Nagar,1410.0,2,80.0,3,11
2087,Chikka Tirupathi,3500.0,5,150.0,4,57
2088,Whitefield,1118.0,2,75.0,2,224
2089,Thanisandra,1098.0,2,68.0,2,209
2090,Kanakapura,1130.0,2,45.2,2,126
2091,Sarjapur  Road,1145.0,2,75.0,2,194
2092,others,1051.0,2,33.0,2,230
2093,Marathahalli,1102.0,2,53.67,2,161
2094,Hebbal,823.0,2,50.63,2,92
2095,Abbigere,880.0,2,35.0,2,10
2096,Budigere,1991.0,4,100.0,3,52
2097,TC Palaya,1100.0,3,50.0,3,207
2098,Gubbalala,1745.0,3,115.0,3,84
2099,others,1100.0,2,70.0,2,230
2100,5th Phase JP Nagar,1450.0,2,58.0,2,4
2101,Singasandra,3366.0,4,120.0,4,201
2102,Sahakara Nagar,1150.0,2,54.0,2,190
2103,Bommanahalli,1090.0,3,44.0,2,47
2104,Kaggadasapura,1132.0,2,42.0,2,118
2105,Hulimavu,1375.0,2,80.0,2,105
2106,Thanisandra,760.0,1,50.3,1,209
2107,Kaggadasapura,1180.0,2,65.0,2,118
2108,Jigani,918.0,2,45.0,2,113
2109,Margondanahalli,1200.0,1,53.0,2,162
2110,Ardendale,1728.0,3,95.0,3,19
2111,BTM 2nd Stage,1200.0,2,80.0,2,22
2112,6th Phase JP Nagar,1280.0,2,56.0,2,5
2113,others,1455.0,2,56.0,3,230
2114,Rachenahalli,440.0,1,28.0,1,183
2115,Kanakpura Road,1500.0,3,97.0,3,127
2116,Whitefield,1800.0,3,110.0,3,224
2117,Mysore Road,1525.0,3,96.0,3,166
2118,Rachenahalli,1204.0,2,38.5,2,183
2119,Old Madras Road,1225.0,2,53.55,2,177
2120,Bannerghatta Road,1650.0,3,122.0,3,34
2121,others,4200.0,4,255.0,4,230
2122,others,1200.0,2,55.0,2,230
2123,9th Phase JP Nagar,1005.0,2,42.0,2,8
2124,Whitefield,1562.0,3,103.0,3,224
2125,Devanahalli,5000.0,5,395.0,4,65
2126,Ramamurthy Nagar,1200.0,2,42.0,2,188
2127,Kasavanhalli,1555.0,3,82.5,3,130
2128,KR Puram,1550.0,2,71.0,2,115
2129,Whitefield,1190.0,2,67.0,2,224
2130,Chikkalasandra,1070.0,2,50.0,2,59
2131,Jalahalli East,1020.0,2,42.48,2,112
2132,Yelahanka,1610.0,3,115.0,3,226
2133,others,700.0,1,41.0,1,230
2134,others,1300.0,2,49.0,3,230
2135,Hebbal,1069.0,3,65.4,3,92
2136,Marathahalli,1900.0,3,123.0,3,161
2137,Old Airport Road,1655.0,2,97.65,2,176
2138,Uttarahalli,1155.0,2,40.42,2,216
2139,Sarjapur  Road,1300.0,2,70.0,3,194
2140,Electronic City,1100.0,2,45.0,2,74
2141,Doddathoguru,1030.0,2,42.0,2,70
2142,Vittasandra,2105.0,2,70.2,2,223
2143,Bhoganhalli,1700.0,3,126.0,3,43
2144,Jakkur,1760.0,3,139.0,3,110
2145,Kadugodi,6200.0,9,200.0,9,117
2146,others,1400.0,2,67.0,2,230
2147,others,1200.0,2,53.0,2,230
2148,Bannerghatta Road,912.0,2,55.0,2,34
2149,Whitefield,1102.0,2,48.0,2,224
2150,others,1535.0,3,55.0,3,230
2151,Jigani,918.0,2,63.2,2,113
2152,Begur Road,1500.0,2,70.0,3,39
2153,Kasavanhalli,1476.0,3,89.0,3,130
2154,Mysore Road,1200.0,2,65.0,2,166
2155,Vijayanagar,606.0,1,34.78,1,220
2156,others,1100.0,2,61.0,2,230
2157,Garudachar Palya,1295.0,2,59.5,3,79
2158,Neeladri Nagar,527.0,1,26.0,1,173
2159,OMBR Layout,1300.0,2,80.0,2,175
2160,others,1260.0,1,41.0,1,230
2161,Koramangala,1140.0,2,75.2,2,144
2162,Whitefield,2321.0,4,128.0,3,224
2163,Sarjapur  Road,1390.0,2,62.0,2,194
2164,Sarjapur  Road,1725.0,3,90.0,3,194
2165,Hennur Road,1186.0,2,63.0,3,96
2166,Kanakpura Road,1230.0,2,85.0,2,127
2167,Yeshwanthpur,1313.0,3,96.0,3,229
2168,Ambalipura,1250.0,2,66.25,2,12
2169,Binny Pete,660.0,1,54.0,1,45
2170,Old Madras Road,1100.0,2,70.0,2,177
2171,Electronics City Phase 1,1015.0,2,56.0,2,76
2172,Gottigere,812.0,1,26.0,1,82
2173,others,1360.0,2,65.0,3,230
2174,Nehru Nagar,2167.0,3,170.0,3,174
2175,Raja Rajeshwari Nagar,1200.0,2,35.0,2,184
2176,others,1165.0,2,75.0,2,230
2177,BTM 2nd Stage,1274.0,2,70.0,2,22
2178,Raja Rajeshwari Nagar,1151.0,2,39.02,2,184
2179,Thubarahalli,1626.0,2,120.0,3,211
2180,Banashankari Stage V,1035.0,2,35.77,2,29
2181,others,1272.0,4,75.0,3,230
2182,others,965.0,2,45.0,2,230
2183,Kothannur,1070.0,2,42.79,2,145
2184,Raja Rajeshwari Nagar,1570.0,2,65.0,3,184
2185,others,780.0,2,25.0,2,230
2186,others,1000.0,2,65.0,3,230
2187,Tindlu,7500.0,7,400.0,7,213
2188,5th Phase JP Nagar,1700.0,2,100.0,3,4
2189,Haralur Road,1850.0,3,110.0,3,90
2190,Kereguddadahalli,904.0,2,30.0,2,137
2191,others,1121.0,2,43.72,2,230
2192,7th Phase JP Nagar,1385.0,2,58.17,3,6
2193,Sahakara Nagar,1270.0,2,69.85,2,190
2194,Kanakpura Road,1450.0,3,56.0,3,127
2195,Mahadevpura,730.0,1,35.0,1,156
2196,Raja Rajeshwari Nagar,1580.0,3,53.56,3,184
2197,Thanisandra,1111.0,2,50.0,2,209
2198,Varthur,977.0,2,36.0,2,217
2199,others,674.0,1,19.9,2,230
2200,Sarjapur,2540.0,4,115.0,4,193
2201,Jakkur,1290.0,2,100.0,2,110
2202,Abbigere,795.0,2,32.54,2,10
2203,Kanakpura Road,700.0,1,35.0,2,127
2204,others,1306.0,2,58.0,3,230
2205,others,2401.0,3,185.0,3,230
2206,Bommenahalli,1670.0,3,135.0,4,50
2207,others,1200.0,3,90.0,3,230
2208,Dodda Nekkundi,1804.0,3,121.0,3,67
2209,Hoskote,1225.0,3,40.0,3,103
2210,Thanisandra,1185.5,2,58.68,2,209
2211,Bellandur,900.0,2,56.0,2,40
2212,Binny Pete,1350.0,2,91.0,2,45
2213,Kaggalipura,700.0,1,36.0,1,119
2214,Mysore Road,1005.0,2,35.175,2,166
2215,others,1160.0,2,46.39,2,230
2216,Hennur Road,1680.0,3,99.27,3,96
2217,LB Shastri Nagar,1043.0,2,55.0,2,151
2218,Hebbal,1040.0,2,46.0,2,92
2219,Tindlu,1357.0,2,65.0,3,213
2220,others,1225.0,2,47.0,2,230
2221,Yelachenahalli,1130.0,2,40.0,2,225
2222,Basavangudi,2500.0,4,150.0,4,35
2223,Sultan Palaya,1700.0,3,120.0,3,206
2224,Doddathoguru,1549.0,3,65.0,3,70
2225,Yeshwanthpur,1400.0,2,100.0,2,229
2226,Dodda Nekkundi,1080.0,2,50.0,2,67
2227,Abbigere,1005.0,2,39.59,2,10
2228,Whitefield,1320.0,2,95.0,2,224
2229,Anandapura,1475.0,2,50.0,4,15
2230,Kudlu Gate,1707.0,0,99.745,3,148
2231,others,1110.0,2,51.0,2,230
2232,others,1300.0,2,54.0,2,230
2233,Electronic City,1128.0,2,65.35,2,74
2234,Jakkur,1452.19,2,100.0,2,110
2235,Banashankari,2600.0,4,135.0,3,26
2236,Sanjay nagar,630.0,1,35.0,2,191
2237,Hosa Road,1243.0,2,48.5,2,101
2238,others,960.0,2,32.0,2,230
2239,others,1690.0,3,100.0,3,230
2240,Whitefield,735.0,2,35.0,2,224
2241,Banaswadi,1365.0,2,73.0,2,31
2242,Hebbal,1420.0,2,99.39,2,92
2243,Somasundara Palya,1570.0,3,68.0,3,202
2244,Bisuvanahalli,850.0,1,32.0,2,46
2245,7th Phase JP Nagar,1575.0,2,110.0,3,6
2246,Thigalarapalya,1418.0,2,104.0,2,210
2247,Uttarahalli,1050.0,2,42.0,2,216
2248,Ulsoor,1340.0,3,90.0,3,215
2249,Yelahanka New Town,1610.0,3,92.0,3,227
2250,Kudlu,1092.0,2,44.0,2,147
2251,Yelahanka,1455.0,3,61.5,3,226
2252,others,799.0,2,38.0,2,230
2253,Whitefield,1896.0,3,75.0,3,224
2254,Ardendale,1100.0,2,48.0,2,19
2255,Bellandur,1350.0,2,79.0,2,40
2256,others,1355.0,3,61.0,3,230
2257,others,1350.0,2,90.0,2,230
2258,Kasavanhalli,1493.0,3,82.0,3,130
2259,8th Phase JP Nagar,1098.0,2,43.91,2,7
2260,others,1460.0,3,88.0,3,230
2261,Varthur,1091.0,2,32.0,2,217
2262,Yelahanka,1180.0,2,42.0,2,226
2263,Kanakpura Road,1366.0,3,76.85,2,127
2264,others,1685.0,3,95.0,3,230
2265,Koramangala,1260.0,2,100.0,2,144
2266,Whitefield,3010.0,3,200.0,3,224
2267,Whitefield,1346.0,2,96.17,2,224
2268,Sarjapur  Road,1476.0,0,98.94,3,194
2269,7th Phase JP Nagar,1850.0,3,140.0,3,6
2270,Electronic City,755.0,1,34.0,2,74
2271,others,1194.0,2,46.0,2,230
2272,Whitefield,3850.0,5,316.0,3,224
2273,others,800.0,1,52.0,1,230
2274,Vijayanagar,1352.0,2,68.0,2,220
2275,Thanisandra,2002.0,3,112.0,3,209
2276,others,4000.0,5,280.0,4,230
2277,Kaval Byrasandra,1060.0,2,45.0,2,133
2278,Kanakpura Road,1419.59,2,59.0,3,127
2279,Raja Rajeshwari Nagar,1196.0,2,51.15,2,184
2280,Electronics City Phase 1,1595.0,3,75.0,3,76
2281,Banashankari,1260.0,2,75.0,2,26
2282,Hebbal,1100.0,2,47.0,2,92
2283,ISRO Layout,1180.0,2,52.0,2,106
2284,Electronic City,4000.0,5,150.0,4,74
2285,Akshaya Nagar,1662.0,3,85.0,3,11
2286,Ambedkar Nagar,1862.0,3,119.0,3,13
2287,Raja Rajeshwari Nagar,1419.0,2,48.0,2,184
2288,Whitefield,1410.0,3,43.71,3,224
2289,Raja Rajeshwari Nagar,1560.0,2,62.4,3,184
2290,Thanisandra,1634.0,3,78.0,3,209
2291,Whitefield,1150.0,2,44.0,3,224
2292,others,1100.0,2,53.0,2,230
2293,Yelahanka,1616.0,3,65.0,3,226
2294,Nagavarapalya,1392.0,2,99.0,2,172
2295,Jakkur,1798.0,3,120.0,3,110
2296,Babusapalaya,1675.0,3,75.0,3,24
2297,others,2000.0,4,103.0,5,230
2298,Hebbal,1700.0,3,124.0,3,92
2299,Hulimavu,1248.0,2,69.0,2,105
2300,others,1147.0,2,54.0,2,230
2301,Sultan Palaya,1100.0,2,40.0,2,206
2302,Vijayanagar,1527.0,3,115.0,3,220
2303,Kanakpura Road,525.0,1,25.0,1,127
2304,Kaggadasapura,1100.0,2,58.0,2,118
2305,Seegehalli,1118.0,2,37.5,2,198
2306,Kanakapura,1476.0,3,75.0,3,126
2307,others,2100.0,3,75.0,3,230
2308,others,1215.0,2,46.5,3,230
2309,Ambalipura,1332.0,2,79.0,2,12
2310,Hennur Road,1350.0,2,49.0,2,96
2311,NGR Layout,1105.0,2,49.73,2,167
2312,Kasavanhalli,1200.0,2,50.0,2,130
2313,Ramagondanahalli,1251.0,2,47.4,2,187
2314,Pai Layout,1400.0,2,67.0,3,179
2315,Hegde Nagar,1703.0,3,113.0,3,94
2316,NRI Layout,2500.0,5,130.0,5,168
2317,Varthur,1250.0,3,71.0,3,217
2318,Jigani,933.0,2,43.0,2,113
2319,others,461.82,1,31.7,1,230
2320,Brookefield,1262.0,2,75.0,2,51
2321,Yelahanka,915.0,2,48.0,2,226
2322,Panathur,1370.0,2,61.5,3,180
2323,Malleshpalya,1210.0,2,55.0,2,159
2324,others,1500.0,2,85.0,3,230
2325,others,1065.0,2,50.0,2,230
2326,Ramamurthy Nagar,1515.0,3,65.0,3,188
2327,Sarjapura - Attibele Road,1800.0,4,110.0,4,195
2328,Uttarahalli,1300.0,2,55.0,3,216
2329,Vijayanagar,989.0,2,60.0,2,220
2330,Jakkur,1300.0,2,85.0,2,110
2331,Marathahalli,1045.0,2,60.0,2,161
2332,others,1205.0,2,42.18,2,230
2333,others,1260.0,2,75.0,2,230
2334,Bommanahalli,1250.0,2,42.5,3,47
2335,others,1199.0,2,50.0,2,230
2336,Lakshminarayana Pura,1149.0,2,75.0,2,153
2337,Sarjapur  Road,2180.0,3,170.0,3,194
2338,others,12000.0,12,525.0,10,230
2339,Hulimavu,1818.0,3,135.0,3,105
2340,others,1070.0,2,33.0,2,230
2341,Nagarbhavi,1350.0,2,54.6,3,169
2342,Chandapura,630.0,1,27.0,2,55
2343,Hoodi,1430.0,2,113.0,2,97
2344,Nagavara,2430.0,4,180.0,3,171
2345,Sarjapur  Road,1084.0,2,55.0,2,194
2346,Hennur Road,1186.0,2,56.0,3,96
2347,Kengeri,1255.0,2,50.0,2,135
2348,Haralur Road,3400.0,5,240.0,4,90
2349,Hosa Road,1541.0,3,69.84,3,101
2350,Iblur Village,3596.0,5,282.0,4,107
2351,Raja Rajeshwari Nagar,1295.0,2,70.0,2,184
2352,7th Phase JP Nagar,1370.0,2,54.79,3,6
2353,Electronic City,1100.0,2,40.0,2,74
2354,JP Nagar,1200.0,2,62.0,2,109
2355,Gunjur,2000.0,3,95.0,4,85
2356,Sarjapur  Road,1220.0,3,62.0,3,194
2357,others,1950.0,3,130.0,3,230
2358,Somasundara Palya,1178.0,2,73.0,2,202
2359,Dasanapura,1286.0,3,61.44,3,63
2360,Begur Road,1160.0,2,42.0,2,39
2361,Jigani,918.0,2,55.0,2,113
2362,Electronic City,1563.0,3,91.84,3,74
2363,others,1326.0,2,62.17,2,230
2364,Begur Road,1240.0,2,39.06,2,39
2365,Kaggadasapura,1325.0,2,50.0,2,118
2366,Sonnenahalli,1100.0,2,44.0,2,204
2367,Gollarapalya Hosahalli,1605.0,3,50.0,3,81
2368,Somasundara Palya,1260.0,2,60.0,2,202
2369,Hoodi,1553.0,3,83.09,3,97
2370,Whitefield,1280.0,2,52.0,2,224
2371,Hebbal,1550.0,2,75.0,3,92
2372,Murugeshpalya,1550.0,3,74.0,3,165
2373,Electronics City Phase 1,1515.0,2,80.91,3,76
2374,Hosa Road,1332.0,2,86.12,3,101
2375,Electronic City,1652.0,3,70.0,3,74
2376,Hegde Nagar,1570.0,3,105.0,3,94
2377,Sector 2 HSR Layout,794.0,1,60.0,1,196
2378,Seegehalli,1200.0,2,62.0,3,198
2379,Sarjapur  Road,1750.0,3,110.0,3,194
2380,Hebbal,1053.0,2,48.0,2,92
2381,Kadubeesanahalli,1665.0,3,70.0,3,116
2382,Bommasandra,1447.0,3,80.0,3,48
2383,Balagere,1012.0,2,75.0,2,25
2384,Malleshpalya,1900.0,3,60.0,3,159
2385,others,1308.0,2,92.66,2,230
2386,Hormavu,1351.0,2,53.0,1,100
2387,Gunjur,1140.0,2,49.11,2,85
2388,Jakkur,3181.0,4,260.5,4,110
2389,Uttarahalli,1250.0,2,55.0,3,216
2390,Kanakapura,1290.0,3,45.15,3,126
2391,Garudachar Palya,1320.0,2,60.6,3,79
2392,Akshaya Nagar,1662.0,3,85.5,3,11
2393,Battarahalli,1777.0,3,100.0,3,37
2394,Kadugodi,1900.0,3,108.0,3,117
2395,Anandapura,1576.0,3,59.1,3,15
2396,Sompura,1020.0,2,41.0,2,203
2397,others,2100.0,3,170.0,3,230
2398,Raja Rajeshwari Nagar,648.0,1,31.75,1,184
2399,Neeladri Nagar,1167.0,2,38.0,3,173
2400,Hoodi,1220.0,2,50.89,2,97
2401,Vittasandra,1259.0,2,67.4,2,223
2402,Gottigere,2000.0,4,82.0,4,82
2403,8th Phase JP Nagar,1800.0,3,80.0,3,7
2404,others,1991.0,3,160.0,3,230
2405,Bannerghatta,1665.0,3,110.0,3,33
2406,others,1234.0,2,61.0,2,230
2407,Mysore Road,1340.0,2,64.31,3,166
2408,Banashankari,1170.0,2,46.79,2,26
2409,Electronics City Phase 1,995.0,2,46.0,2,76
2410,Old Airport Road,1075.0,2,60.0,2,176
2411,Electronic City,1025.0,2,54.5,2,74
2412,Rachenahalli,2721.0,3,113.0,3,183
2413,Thanisandra,2000.0,3,99.0,3,209
2414,Whitefield,2500.0,4,155.0,4,224
2415,Mallasandra,1325.0,2,70.0,2,158
2416,Kadugodi,1314.0,2,68.2,2,117
2417,Kanakpura Road,2265.0,3,136.0,3,127
2418,7th Phase JP Nagar,4800.0,7,170.0,7,6
2419,Yelahanka,1026.0,2,41.0,2,226
2420,others,1200.0,3,66.0,3,230
2421,others,2220.0,4,65.0,3,230
2422,KR Puram,1192.5,2,51.22,2,115
2423,Sarjapur  Road,1888.0,4,95.0,3,194
2424,JP Nagar,1300.0,2,90.87,2,109
2425,Rajaji Nagar,1216.0,2,97.16,2,185
2426,Begur,1559.0,3,63.0,3,38
2427,Harlur,1290.0,2,87.0,2,91
2428,Whitefield,905.0,1,55.0,1,224
2429,others,1069.0,2,55.0,2,230
2430,Sarjapur  Road,1300.0,3,60.0,3,194
2431,Channasandra,1115.0,2,33.45,2,56
2432,Ambedkar Nagar,2150.0,4,125.0,3,13
2433,Marathahalli,1305.0,2,69.0,3,161
2434,Kanakpura Road,1252.0,2,56.32,2,127
2435,Whitefield,1200.0,2,46.13,2,224
2436,others,1375.0,2,105.0,2,230
2437,Subramanyapura,1313.0,2,66.5,2,205
2438,Attibele,3640.0,4,275.0,4,21
2439,others,1693.0,3,108.0,3,230
2440,others,1160.0,2,41.75,2,230
2441,Subramanyapura,1255.0,2,79.0,3,205
2442,others,900.0,2,45.0,2,230
2443,Yelahanka New Town,1700.0,3,90.0,3,227
2444,Uttarahalli,1700.0,3,88.0,3,216
2445,Harlur,1749.0,3,115.0,3,91
2446,Dasanapura,1500.0,3,65.0,2,63
2447,others,1175.0,2,48.0,2,230
2448,Akshaya Nagar,1280.0,2,60.0,2,11
2449,others,1200.0,2,50.0,2,230
2450,Ramagondanahalli,1610.0,2,115.0,3,187
2451,Electronic City,1070.0,2,46.0,2,74
2452,TC Palaya,1200.0,2,66.0,2,207
2453,9th Phase JP Nagar,1127.0,2,50.0,2,8
2454,others,1364.0,2,70.0,2,230
2455,Whitefield,2268.0,3,146.0,4,224
2456,others,1150.0,2,77.5,3,230
2457,others,1146.0,2,39.5,2,230
2458,Magadi Road,1345.0,2,55.0,2,155
2459,others,1110.0,2,41.0,2,230
2460,Kengeri,750.0,2,36.0,2,135
2461,others,1156.0,2,49.5,2,230
2462,others,1247.0,2,59.8,2,230
2463,others,1058.0,2,60.0,2,230
2464,Kaggalipura,950.0,2,48.0,2,119
2465,Vijayanagar,1520.0,2,103.0,3,220
2466,others,900.0,1,30.0,1,230
2467,Hennur Road,2350.0,3,174.0,3,96
2468,Thanisandra,1050.0,2,46.0,2,209
2469,Laggere,2800.0,5,125.0,5,152
2470,others,1500.0,2,65.0,3,230
2471,others,1400.0,2,65.0,2,230
2472,8th Phase JP Nagar,2700.0,4,130.0,4,7
2473,Bommasandra,920.0,2,37.46,2,48
2474,Sarjapur  Road,1200.0,3,70.0,3,194
2475,Haralur Road,1464.0,2,56.0,2,90
2476,Electronics City Phase 1,1555.0,2,82.0,3,76
2477,Whitefield,1150.0,2,55.0,2,224
2478,Kadubeesanahalli,970.0,2,35.0,2,116
2479,Banashankari,2500.0,4,95.0,4,26
2480,others,1166.0,2,53.0,2,230
2481,Electronic City,1350.0,3,58.0,3,74
2482,others,900.0,2,46.0,2,230
2483,others,1190.0,3,55.0,3,230
2484,Kodichikkanahalli,1495.0,2,75.0,3,138
2485,Banashankari Stage III,1350.0,2,68.0,3,28
2486,Green Glen Layout,940.0,2,56.8,2,83
2487,Raja Rajeshwari Nagar,1100.0,2,55.0,2,184
2488,Kaikondrahalli,1300.0,2,61.0,2,120
2489,Hoodi,1105.0,2,46.37,2,97
2490,Sarjapur  Road,2600.0,3,200.0,3,194
2491,Yelahanka,1517.0,3,76.3,3,226
2492,Horamavu Banaswadi,3800.0,8,200.0,6,99
2493,Jalahalli,1615.0,3,89.75,3,111
2494,others,1500.0,3,65.0,3,230
2495,Mysore Road,1082.0,3,50.5,3,166
2496,Marathahalli,1365.0,2,73.0,2,161
2497,CV Raman Nagar,1392.0,2,98.0,2,53
2498,Kodigehalli,1086.0,2,33.66,2,140
2499,Hennur Road,1586.0,3,93.94,3,96
2500,Hennur,1100.0,2,60.0,2,95
2501,TC Palaya,1500.0,2,120.0,3,207
2502,7th Phase JP Nagar,1575.0,2,120.0,3,6
2503,Hennur Road,1975.0,3,123.0,3,96
2504,others,820.0,2,24.0,2,230
2505,Gubbalala,1745.0,3,110.0,3,84
2506,Nagarbhavi,1223.0,2,60.0,2,169
2507,Ananth Nagar,1200.0,2,65.0,3,16
2508,Basaveshwara Nagar,1200.0,2,90.0,2,36
